lat,lon,EmergencyType,Date
52.35519126,4.8986666119999995,Fire: VEHICLE FIRE,10-3-2017
52.35241972,4.857300779,EMS: SUBJECT IN PAIN,13-3-2017
52.36365841,4.9079424860000005,EMS: SEIZURES,14-3-2017
52.38320643,4.877636900000001,Fire: FIRE SPECIAL SERVICE,12-3-2017
52.35421416,4.901881158999999,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.38813488,4.883585021,EMS: FALL VICTIM,11-3-2017
52.38211611,4.881623734,Fire: FIRE ALARM,13-3-2017
52.36084561,4.8981435310000006,EMS: CARDIAC EMERGENCY,10-3-2017
52.38186813,4.8766231289999995,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38987179,4.857813196,Fire: FIRE ALARM,11-3-2017
52.39383386,4.858983805,Traffic: DISABLED VEHICLE -,14-3-2017
52.37854195,4.88789763,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.36097219,4.946523916,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.37242855,4.855175948,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.39051453,4.8988684639999995,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38197769,4.886730869,EMS: FALL VICTIM,12-3-2017
52.38001471,4.884805466,EMS: HEMORRHAGING,13-3-2017
52.3487602,4.87725915,Fire: ELECTRICAL FIRE OUTSIDE,11-3-2017
52.37186208,4.876284814,Traffic: DISABLED VEHICLE -,10-3-2017
52.38965233,4.92398847,EMS: SUBJECT IN PAIN,12-3-2017
52.33982898,4.902577171,Fire: FIRE INVESTIGATION,10-3-2017
52.35926093,4.902966523,EMS: MEDICAL ALERT ALARM,10-3-2017
52.38468648,4.868365139,Traffic: DISABLED VEHICLE -,13-3-2017
52.40466804,4.900642513,Fire: FIRE ALARM,12-3-2017
52.39074261,4.873844727,EMS: FALL VICTIM,13-3-2017
52.34788842,4.8596695819999995,EMS: ABDOMINAL PAINS,14-3-2017
52.38737725,4.8687437760000005,Traffic: DISABLED VEHICLE -,12-3-2017
52.39949177,4.891885505,EMS: UNKNOWN MEDICAL EMERGENCY,14-3-2017
52.40100206,4.911791161,Fire: FIRE ALARM,14-3-2017
52.36899965,4.873893488999999,EMS: VEHICLE ACCIDENT,12-3-2017
52.36115574,4.890734244,EMS: UNKNOWN MEDICAL EMERGENCY,14-3-2017
52.3840707,4.876237364,EMS: HEMORRHAGING,14-3-2017
52.36101832,4.88246281,EMS: VEHICLE ACCIDENT,13-3-2017
52.33740428,4.9137902339999995,Fire: FIRE INVESTIGATION,10-3-2017
52.35662583,4.867511702,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.38194482,4.884238825,EMS: SUBJECT IN PAIN,11-3-2017
52.37527379,4.879244113,Traffic: DISABLED VEHICLE -,10-3-2017
52.36281765,4.858079088999999,Fire: FIRE ALARM,14-3-2017
52.35357335,4.906706801,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.36388732,4.880515993,EMS: CARDIAC EMERGENCY,14-3-2017
52.35546374,4.874071814,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36663938,4.898493782,EMS: FALL VICTIM,13-3-2017
52.34986756,4.890932945,EMS: VEHICLE ACCIDENT,11-3-2017
52.4228902,4.854248448,Fire: FIRE ALARM,13-3-2017
52.37139805,4.894014724,EMS: HEAD INJURY,14-3-2017
52.32544261,4.876164284,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38544722,4.905642974,Fire: WOODS/FIELD FIRE,10-3-2017
52.34720026,4.909105909,EMS: CARDIAC ARREST,11-3-2017
52.42027041,4.919815144,EMS: OVERDOSE,11-3-2017
52.41852275,4.8982537960000005,EMS: MEDICAL ALERT ALARM,13-3-2017
52.3606358,4.887606218,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.40927989,4.8839744419999995,Fire: FIRE ALARM,10-3-2017
52.32872098,4.926669787,EMS: CARDIAC EMERGENCY,13-3-2017
52.35653015,4.871293054,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.34933968,4.9297825,EMS: SEIZURES,14-3-2017
52.34400185,4.889374753,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.36128542,4.882168652,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.3738534,4.880994979,EMS: SUBJECT IN PAIN,11-3-2017
52.37934227,4.892347259,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.40658657,4.887690773,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36058333,4.895031938,Fire: RESCUE - ELEVATOR,10-3-2017
52.38456205,4.864973061000001,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.37825379,4.869072342,EMS: UNKNOWN MEDICAL EMERGENCY,11-3-2017
52.36842962,4.9037638160000006,Fire: GAS-ODOR/LEAK,13-3-2017
52.38792924,4.872719401,EMS: FALL VICTIM,11-3-2017
52.369022799999996,4.8936757580000005,EMS: CARDIAC EMERGENCY,13-3-2017
52.37376494,4.869367851,EMS: CARDIAC EMERGENCY,10-3-2017
52.36844885,4.84095645,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.35416541,4.879660624,Fire: FIRE ALARM,14-3-2017
52.35572123,4.90517695,EMS: ABDOMINAL PAINS,11-3-2017
52.37666372,4.917067866,EMS: UNCONSCIOUS SUBJECT,11-3-2017
52.38843413,4.882600223,Fire: GAS-ODOR/LEAK,10-3-2017
52.33759542,4.894839577,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37959398,4.837439364,EMS: GENERAL WEAKNESS,10-3-2017
52.37295555,4.892818343,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.39409378,4.875256296,EMS: ALTERED MENTAL STATUS,11-3-2017
52.38305233,4.882628193,EMS: HEAD INJURY,14-3-2017
52.34623288,4.88406353,Fire: GAS-ODOR/LEAK,14-3-2017
52.42204775,4.874349347,EMS: HEMORRHAGING,13-3-2017
52.36946129,4.877531874,EMS: RESPIRATORY EMERGENCY,11-3-2017
52.35151217,4.847458399,Traffic: DISABLED VEHICLE -,12-3-2017
52.34515285,4.890417335,EMS: RESPIRATORY EMERGENCY,10-3-2017
52.40867812,4.924840098,Traffic: HAZARDOUS ROAD CONDITIONS -,10-3-2017
52.367605499999996,4.886106576,Traffic: DISABLED VEHICLE -,11-3-2017
52.39260375,4.862488117,EMS: UNCONSCIOUS SUBJECT,10-3-2017
52.39960743,4.89463779,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.38576485,4.920720128999999,Fire: FIRE ALARM,14-3-2017
52.34607424,4.873408982,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36477411,4.893210679,Traffic: HAZARDOUS ROAD CONDITIONS -,12-3-2017
52.36816464,4.860141625,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36950071,4.912288692,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.39452965,4.926239885,EMS: HEAD INJURY,12-3-2017
52.35583497,4.918911861000001,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.37976591,4.889960707,EMS: GENERAL WEAKNESS,11-3-2017
52.38307056,4.8827866360000005,Traffic: DISABLED VEHICLE -,13-3-2017
52.3643002,4.875256673,EMS: FEVER,14-3-2017
52.36996072,4.874818337,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.39849152,4.917827159,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35489066,4.886595855,EMS: VEHICLE ACCIDENT,14-3-2017
52.36575326,4.912677095,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.3714948,4.864332042,Fire: FIRE INVESTIGATION,14-3-2017
52.34760378,4.900535154,Fire: ELECTRICAL FIRE OUTSIDE,14-3-2017
52.35554943,4.909698939,Traffic: ROAD OBSTRUCTION -,11-3-2017
52.37383119,4.879260229,EMS: SEIZURES,10-3-2017
52.37682392,4.8561507289999994,Traffic: ROAD OBSTRUCTION -,11-3-2017
52.38529423,4.922023039,Fire: DEBRIS/FLUIDS ON HIGHWAY,12-3-2017
52.38191661,4.889970137,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.37198448,4.910309122,Fire: FIRE INVESTIGATION,10-3-2017
52.38789219,4.86667884,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.35059086,4.874358003999999,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.39153186,4.880651778,Traffic: DISABLED VEHICLE -,10-3-2017
52.35014355,4.8502593439999995,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.35611919,4.8977644719999995,EMS: VEHICLE ACCIDENT,14-3-2017
52.36854513,4.897468186,Traffic: ROAD OBSTRUCTION -,12-3-2017
52.38478135,4.884591167,EMS: GENERAL WEAKNESS,14-3-2017
52.38180527,4.9119175230000005,EMS: MEDICAL ALERT ALARM,13-3-2017
52.34275225,4.877779653999999,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.36486433,4.89183981,EMS: CARDIAC EMERGENCY,10-3-2017
52.35275742,4.885981224,Fire: BUILDING FIRE,11-3-2017
52.33124722,4.890153956,EMS: MEDICAL ALERT ALARM,13-3-2017
52.36004216,4.898234158999999,EMS: FEVER,10-3-2017
52.36976372,4.881740408,EMS: SUBJECT IN PAIN,12-3-2017
52.37391625,4.888418537,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.37565164,4.880315218,Fire: VEHICLE LEAKING FUEL,12-3-2017
52.33838002,4.866094196000001,EMS: RESPIRATORY EMERGENCY,11-3-2017
52.38040451,4.847108362,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.39007409,4.852431312,EMS: ALLERGIC REACTION,11-3-2017
52.35917249,4.8614913689999995,EMS: ALTERED MENTAL STATUS,14-3-2017
52.39513708,4.910697277,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.35574139,4.840669366,Fire: FIRE ALARM,14-3-2017
52.38795968,4.886329475,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.383470700000004,4.869005637,Traffic: DISABLED VEHICLE -,12-3-2017
52.37882619,4.874750438,Traffic: HAZARDOUS ROAD CONDITIONS -,12-3-2017
52.3233465,4.859731791000001,Fire: FIRE ALARM,11-3-2017
52.38837548,4.8822147430000005,Fire: FIRE ALARM,12-3-2017
52.36031368,4.879413137,EMS: CVA/STROKE,12-3-2017
52.35115861,4.881842827,Traffic: VEHICLE FIRE -,14-3-2017
52.32543518,4.8950767719999995,EMS: FALL VICTIM,14-3-2017
52.32749969,4.857817845,Fire: FIRE ALARM,14-3-2017
52.36273493,4.8688124760000004,EMS: ALTERED MENTAL STATUS,14-3-2017
52.37935686,4.900805248999999,EMS: FALL VICTIM,12-3-2017
52.34521595,4.873222877,EMS: HAZARDOUS MATERIALS INCIDENT,11-3-2017
52.36990411,4.921084385,Fire: GAS-ODOR/LEAK,12-3-2017
52.34939767,4.859143034,EMS: RESPIRATORY EMERGENCY,13-3-2017
52.36529207,4.863203055,Fire: TRASH/DUMPSTER FIRE,11-3-2017
52.37982468,4.895156677,EMS: CVA/STROKE,14-3-2017
52.3595663,4.924949744,EMS: CARDIAC EMERGENCY,11-3-2017
52.33545008,4.861241612,EMS: RESPIRATORY EMERGENCY,13-3-2017
52.36660738,4.85897162,Traffic: DISABLED VEHICLE -,14-3-2017
52.33807965,4.864636732,EMS: ABDOMINAL PAINS,11-3-2017
52.32788777,4.885970913,EMS: VEHICLE ACCIDENT,10-3-2017
52.34431228,4.881308061,Fire: BUILDING FIRE,14-3-2017
52.35470768,4.89181342,EMS: FALL VICTIM,10-3-2017
52.41723156,4.894684149,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37439883,4.887753818999999,EMS: DIABETIC EMERGENCY,11-3-2017
52.37891283,4.899468219,Traffic: DISABLED VEHICLE -,12-3-2017
52.35995359,4.883520332,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35866431,4.873138476,EMS: CARDIAC EMERGENCY,14-3-2017
52.37788152,4.8923149839999995,Traffic: ROAD OBSTRUCTION -,10-3-2017
52.35683741,4.897177484,EMS: HEMORRHAGING,13-3-2017
52.35120976,4.901011413,EMS: UNCONSCIOUS SUBJECT,14-3-2017
52.36358564,4.875115194,EMS: FALL VICTIM,10-3-2017
52.33339315,4.882005266,Traffic: ROAD OBSTRUCTION -,13-3-2017
52.3746822,4.877304688,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.3714988,4.8650955080000005,EMS: GENERAL WEAKNESS,10-3-2017
52.34198262,4.875012848,Traffic: HAZARDOUS ROAD CONDITIONS -,13-3-2017
52.3584851,4.835626872,Traffic: DISABLED VEHICLE -,13-3-2017
52.37112113,4.870160682,Fire: UNKNOWN TYPE FIRE,14-3-2017
52.34487676,4.88872784,EMS: CARDIAC EMERGENCY,10-3-2017
52.37186793,4.897338448,Traffic: DISABLED VEHICLE -,14-3-2017
52.41882833,4.865854483000001,EMS: VEHICLE ACCIDENT,10-3-2017
52.36564832,4.8817123339999995,Traffic: DISABLED VEHICLE -,14-3-2017
52.37370684,4.867515626,EMS: BACK PAINS/INJURY,10-3-2017
52.34124351,4.896922709,EMS: ASSAULT VICTIM,10-3-2017
52.3713128,4.883270893,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.41456887,4.888447319,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38583969,4.870677414,EMS: VEHICLE ACCIDENT,12-3-2017
52.38605207,4.882699366000001,Fire: CARBON MONOXIDE DETECTOR,10-3-2017
52.40680992,4.845999924,Fire: GAS-ODOR/LEAK,13-3-2017
52.35587582,4.877939463,EMS: ALTERED MENTAL STATUS,14-3-2017
52.35603683,4.896932884,EMS: UNCONSCIOUS SUBJECT,14-3-2017
52.37790756,4.874855483999999,EMS: FALL VICTIM,14-3-2017
52.35619473,4.85260547,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.41075121,4.891593598,EMS: NAUSEA/VOMITING,14-3-2017
52.36010303,4.872318738,EMS: UNKNOWN MEDICAL EMERGENCY,10-3-2017
52.3888293,4.859038566000001,Fire: ELECTRICAL FIRE OUTSIDE,11-3-2017
52.38787753,4.905077284,EMS: GENERAL WEAKNESS,12-3-2017
52.37007145,4.908507124,Fire: VEHICLE ACCIDENT,12-3-2017
52.3358323,4.864708725,EMS: FALL VICTIM,11-3-2017
52.39848777,4.915513642,EMS: GENERAL WEAKNESS,13-3-2017
52.41641366,4.91619213,EMS: SYNCOPAL EPISODE,10-3-2017
52.3892491,4.913099086,Traffic: DISABLED VEHICLE -,10-3-2017
52.33700923,4.853766105,Traffic: DISABLED VEHICLE -,11-3-2017
52.33872864,4.907472779,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37603411,4.883897721,Fire: FIRE ALARM,14-3-2017
52.36595256,4.901821598,EMS: SYNCOPAL EPISODE,13-3-2017
52.36274279,4.906964647,Traffic: DISABLED VEHICLE -,13-3-2017
52.41410754,4.9272542669999995,Fire: APPLIANCE FIRE,12-3-2017
52.36612587,4.911107746,EMS: SUBJECT IN PAIN,14-3-2017
52.37277325,4.892748857,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38291723,4.869659724,Traffic: DISABLED VEHICLE -,11-3-2017
52.33463107,4.89285935,EMS: SUBJECT IN PAIN,10-3-2017
52.3555133,4.862008499,EMS: UNKNOWN MEDICAL EMERGENCY,11-3-2017
52.34777191,4.907365158,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35554659,4.893584637,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.35717466,4.919648143,EMS: SEIZURES,13-3-2017
52.34322378,4.908249452,EMS: VEHICLE ACCIDENT,14-3-2017
52.3734508,4.9009057060000005,EMS: VEHICLE ACCIDENT,14-3-2017
52.40190895,4.916193441,EMS: HEMORRHAGING,12-3-2017
52.38807998,4.892304362,EMS: GENERAL WEAKNESS,10-3-2017
52.36781741,4.891902986,EMS: HEAD INJURY,11-3-2017
52.366170200000006,4.870823185,EMS: OVERDOSE,12-3-2017
52.37708588,4.907264485,EMS: GENERAL WEAKNESS,11-3-2017
52.39190854,4.88314606,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.38242353,4.891002855,Traffic: DISABLED VEHICLE -,13-3-2017
52.36673699,4.861766047,EMS: HEAD INJURY,13-3-2017
52.40511143,4.905453058,EMS: UNKNOWN MEDICAL EMERGENCY,14-3-2017
52.38119339,4.895937303999999,EMS: BUILDING FIRE,11-3-2017
52.3871942,4.887690157,EMS: MEDICAL ALERT ALARM,12-3-2017
52.37634263,4.87891367,Traffic: HAZARDOUS ROAD CONDITIONS -,12-3-2017
52.3825749,4.892832611,Fire: RESCUE - ELEVATOR,12-3-2017
52.41198854,4.878164635,EMS: FALL VICTIM,14-3-2017
52.34735073,4.834979989,EMS: SYNCOPAL EPISODE,10-3-2017
52.385067299999996,4.843113946,EMS: SUBJECT IN PAIN,13-3-2017
52.34547606,4.888596336,EMS: FRACTURE,14-3-2017
52.36283045,4.889612631,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.43771225,4.922738205,Fire: VEHICLE ACCIDENT,11-3-2017
52.36425248,4.882877591000001,Traffic: VEHICLE FIRE -,12-3-2017
52.37812720000001,4.864676901,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.38861209,4.887076202,EMS: SUBJECT IN PAIN,14-3-2017
52.35957328,4.9037115280000005,Traffic: DISABLED VEHICLE -,12-3-2017
52.35474731,4.898835341,Fire: FIRE ALARM,14-3-2017
52.37112475,4.912454249,EMS: ALTERED MENTAL STATUS,12-3-2017
52.35981117,4.868503073,EMS: SEIZURES,11-3-2017
52.35204884,4.902763141,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37611317,4.884999295,EMS: VEHICLE ACCIDENT,14-3-2017
52.35712852,4.873431428,EMS: SEIZURES,12-3-2017
52.34626716,4.89760885,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37853919,4.897117052,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.3913847,4.901169457,Traffic: DISABLED VEHICLE -,14-3-2017
52.363374799999995,4.907415448,EMS: VEHICLE ACCIDENT,13-3-2017
52.36875685,4.914679603,EMS: UNKNOWN MEDICAL EMERGENCY,11-3-2017
52.37503882,4.928736098,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.39498962,4.89761507,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.38837448,4.867040749,EMS: NAUSEA/VOMITING,10-3-2017
52.37064324,4.899229532,Fire: FIRE ALARM,13-3-2017
52.34150568,4.905110608,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.35415243,4.872771928,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.34935694,4.888904059,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.37185437,4.897417316,EMS: HEMORRHAGING,13-3-2017
52.37290135,4.885154651000001,EMS: ALLERGIC REACTION,10-3-2017
52.36702131,4.873779863999999,EMS: CARDIAC EMERGENCY,14-3-2017
52.37282656,4.857389535,EMS: SYNCOPAL EPISODE,12-3-2017
52.37026188,4.89505075,EMS: HEAD INJURY,11-3-2017
52.36282096,4.891768527,Fire: FIRE ALARM,14-3-2017
52.38712892,4.899415373,EMS: UNRESPONSIVE SUBJECT,14-3-2017
52.37263765,4.895614838,Fire: FIRE SPECIAL SERVICE,12-3-2017
52.31586051,4.865167164,EMS: HEAD INJURY,10-3-2017
52.38762674,4.862814347,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.40106809,4.898495683999999,EMS: VEHICLE ACCIDENT,13-3-2017
52.37215138,4.892377763,EMS: VEHICLE ACCIDENT,10-3-2017
52.35953624,4.8789935280000005,EMS: UNKNOWN MEDICAL EMERGENCY,14-3-2017
52.39370114,4.905533165,Traffic: DISABLED VEHICLE -,12-3-2017
52.36852733,4.9422351330000005,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.38550792,4.915450036,EMS: GENERAL WEAKNESS,10-3-2017
52.35639711,4.898511118,Fire: FIRE POLICE NEEDED,10-3-2017
52.35763546,4.86893773,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.36307328,4.8496072130000005,EMS: HEMORRHAGING,14-3-2017
52.37836136,4.906374682,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.3722408,4.883986159,Traffic: DISABLED VEHICLE -,13-3-2017
52.39965773,4.902048604,EMS: NAUSEA/VOMITING,11-3-2017
52.38098225,4.880522066,EMS: SEIZURES,10-3-2017
52.3523868,4.8775409419999995,EMS: SYNCOPAL EPISODE,12-3-2017
52.36843707,4.880352242,Traffic: HAZARDOUS ROAD CONDITIONS -,12-3-2017
52.39008264,4.9370932419999995,EMS: VEHICLE ACCIDENT,13-3-2017
52.3581792,4.898390271,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.34831642,4.863443586,Fire: FIRE INVESTIGATION,11-3-2017
52.43530311,4.8648137689999995,Traffic: DISABLED VEHICLE -,11-3-2017
52.36701708,4.910827244,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37129795,4.894317856,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.36167609,4.87588688,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.36706084,4.915149186,EMS: FALL VICTIM,12-3-2017
52.37186582,4.895086077,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.38492881,4.869625688999999,Traffic: DISABLED VEHICLE -,10-3-2017
52.34316944,4.843439925,Fire: ELECTRICAL FIRE OUTSIDE,14-3-2017
52.38108657,4.881265952,EMS: FALL VICTIM,10-3-2017
52.39231907,4.873673215,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.38380063,4.852826199,Fire: FIRE ALARM,12-3-2017
52.38549555,4.8360286,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.37324534,4.88522335,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.33368159,4.88667684,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.34278196,4.878628743,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.36748201,4.888181935,EMS: CARDIAC EMERGENCY,10-3-2017
52.35675743,4.886666896,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.39321649,4.901915981,EMS: DIABETIC EMERGENCY,12-3-2017
52.37585092,4.888379911,EMS: RESPIRATORY EMERGENCY,12-3-2017
52.34277975,4.876137931000001,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.33276284,4.9319333489999995,EMS: RESPIRATORY EMERGENCY,13-3-2017
52.36545102,4.894910897,Traffic: DISABLED VEHICLE -,13-3-2017
52.37466546,4.895670746,EMS: DEHYDRATION,11-3-2017
52.36261087,4.922450631,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.36116089,4.907777578999999,Traffic: DISABLED VEHICLE -,13-3-2017
52.37152897,4.864909115,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.34511449,4.866435033999999,Fire: BUILDING FIRE,13-3-2017
52.37354416,4.867187,EMS: FRACTURE,10-3-2017
52.4025741,4.863066785,Traffic: VEHICLE ACCIDENT -,14-3-2017
52.3558961,4.867830395,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.36898363,4.892084484,Traffic: DISABLED VEHICLE -,13-3-2017
52.41362538,4.867957025,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.35084457,4.853512189,EMS: UNKNOWN MEDICAL EMERGENCY,10-3-2017
52.36635839,4.876771208,EMS: CARDIAC EMERGENCY,11-3-2017
52.37089089,4.882572753,EMS: FALL VICTIM,10-3-2017
52.39023243,4.91658397,Fire: FIRE ALARM,12-3-2017
52.37512135,4.860274706,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.34205308,4.876224064,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.35866738,4.857149198,EMS: CARDIAC EMERGENCY,13-3-2017
52.38431622,4.8870861119999995,Fire: FIRE ALARM,10-3-2017
52.38078583,4.898041149,EMS: FALL VICTIM,14-3-2017
52.35264973,4.884323694,Traffic: VEHICLE ACCIDENT -,11-3-2017
52.36195837,4.926935612,EMS: MEDICAL ALERT ALARM,11-3-2017
52.33288276,4.880914011000001,EMS: CARDIAC ARREST,10-3-2017
52.38240406,4.915083169,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.37885144,4.896688543,EMS: ALTERED MENTAL STATUS,13-3-2017
52.33403456,4.915164643,EMS: CARDIAC EMERGENCY,10-3-2017
52.36073696,4.8902753930000005,Traffic: VEHICLE ACCIDENT -,10-3-2017
52.34358119,4.895924391,EMS: FALL VICTIM,11-3-2017
52.32178048,4.905201687,EMS: GENERAL WEAKNESS,14-3-2017
52.37717865,4.888183954,Traffic: DISABLED VEHICLE -,12-3-2017
52.35378004,4.855000498,Traffic: HAZARDOUS ROAD CONDITIONS -,13-3-2017
52.38143871,4.866473339,EMS: MEDICAL ALERT ALARM,12-3-2017
52.38257494,4.873810731,Traffic: VEHICLE ACCIDENT -,13-3-2017
52.36184348,4.912392441000001,EMS: MEDICAL ALERT ALARM,13-3-2017
52.38541224,4.878676827,Fire: FIRE ALARM,14-3-2017
52.37030233,4.894099432,Traffic: DISABLED VEHICLE -,11-3-2017
52.33579404,4.92248972,Traffic: VEHICLE ACCIDENT -,12-3-2017
52.37927007,4.86353349,Traffic: DISABLED VEHICLE -,11-3-2017
